1	0.0	0.0
2	0.0	0.0
3	0.0	0.0
4	0.0	0.0
5	0.0	0.0
6	0.0	0.0
7	0.0	0.0
8	0.0	0.0
9	0.0	0.0
10	0.0	0.0
11	0.125	0.09090909090909091
12	0.125	0.08333333333333333
13	0.125	0.07692307692307693
14	0.125	0.07142857142857142
15	0.125	0.06666666666666667
16	0.125	0.0625
17	0.125	0.058823529411764705
18	0.125	0.05555555555555555
19	0.125	0.05263157894736842
20	0.125	0.05
21	0.125	0.047619047619047616
22	0.25	0.09090909090909091
23	0.25	0.08695652173913043
24	0.25	0.08333333333333333
25	0.25	0.08
26	0.25	0.07692307692307693
27	0.25	0.07407407407407407
28	0.25	0.07142857142857142
29	0.25	0.06896551724137931
30	0.25	0.06666666666666667
