1	0.047619047619047616	1.0
2	0.09523809523809523	1.0
3	0.14285714285714285	1.0
4	0.19047619047619047	1.0
5	0.23809523809523808	1.0
6	0.2857142857142857	1.0
7	0.3333333333333333	1.0
8	0.38095238095238093	1.0
9	0.42857142857142855	1.0
10	0.47619047619047616	1.0
11	0.5238095238095238	1.0
12	0.5714285714285714	1.0
13	0.6190476190476191	1.0
14	0.6666666666666666	1.0
15	0.7142857142857143	1.0
16	0.7619047619047619	1.0
17	0.8095238095238095	1.0
18	0.8571428571428571	1.0
19	0.9047619047619048	1.0
20	0.9523809523809523	1.0
21	1.0	1.0
22	1.0	0.9545454545454546
23	1.0	0.9130434782608695
24	1.0	0.875
25	1.0	0.84
26	1.0	0.8076923076923077
27	1.0	0.7777777777777778
28	1.0	0.75
29	1.0	0.7241379310344828
30	1.0	0.7
